folder,inner_folder,method,R,rf-score
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 6, 0.26666666666666666
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 6, 0.15555555555555556
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 7, 0.28888888888888886
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 7, 0.28888888888888886
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 7, 0.2222222222222222
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 8, 0.28888888888888886
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 8, 0.24444444444444444
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 8, 0.17777777777777778
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 9, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 9, 0.26666666666666666
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 9, 0.24444444444444444
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 10, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 10, 0.26666666666666666
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 10, 0.2
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 11, 0.28888888888888886
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 11, 0.35555555555555557
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 11, 0.2
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 12, 0.3333333333333333
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 12, 0.28888888888888886
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 12, 0.26666666666666666
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 13, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 13, 0.2
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 13, 0.2
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 14, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 14, 0.24444444444444444
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 14, 0.2
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 15, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 15, 0.28888888888888886
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 15, 0.24444444444444444
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 16, 0.26666666666666666
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 16, 0.28888888888888886
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 16, 0.17777777777777778
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 17, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 17, 0.2222222222222222
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 17, 0.2
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 18, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 18, 0.24444444444444444
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 18, 0.24444444444444444
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 19, 0.24444444444444444
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 19, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 19, 0.2222222222222222
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 20, 0.28888888888888886
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 20, 0.26666666666666666
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 20, 0.15555555555555556
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 1, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 1, 0.35555555555555557
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 1, 0.37777777777777777
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 2, 0.4666666666666667
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 2, 0.4888888888888889
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 2, 0.4222222222222222
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 3, 0.4222222222222222
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 3, 0.4
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 3, 0.4222222222222222
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 4, 0.4
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 4, 0.4222222222222222
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 4, 0.37777777777777777
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 5, 0.4666666666666667
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 5, 0.4888888888888889
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 5, 0.4222222222222222
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 6, 0.37777777777777777
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 6, 0.4666666666666667
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 6, 0.37777777777777777
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 7, 0.4444444444444444
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 7, 0.4666666666666667
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 7, 0.4
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 8, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 8, 0.3111111111111111
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 8, 0.4666666666666667
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 9, 0.5333333333333333
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 9, 0.4
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 9, 0.35555555555555557
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 10, 0.4444444444444444
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 10, 0.4666666666666667
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 10, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 11, 0.4888888888888889
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 11, 0.5333333333333333
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 11, 0.4888888888888889
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 12, 0.37777777777777777
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 12, 0.35555555555555557
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 12, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 13, 0.37777777777777777
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 13, 0.4
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 13, 0.4
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 14, 0.4444444444444444
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 14, 0.35555555555555557
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 14, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 15, 0.4888888888888889
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 15, 0.4444444444444444
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 15, 0.4444444444444444
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 16, 0.35555555555555557
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 16, 0.4
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 16, 0.37777777777777777
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 17, 0.4222222222222222
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 17, 0.4888888888888889
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 17, 0.35555555555555557
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 18, 0.5333333333333333
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 18, 0.4666666666666667
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 18, 0.4888888888888889
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 19, 0.4
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 19, 0.4888888888888889
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 19, 0.4888888888888889
48-taxon,estimated-genetrees/1X-25-500,stelar-RD, 20, 0.5111111111111111
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND, 20, 0.5333333333333333
48-taxon,estimated-genetrees/1X-25-500,stelar-OG, 20, 0.4444444444444444
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 1, 0.3333333333333333
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 1, 0.4
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 1, 0.4
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 2, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 2, 0.4
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 2, 0.37777777777777777
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 3, 0.4444444444444444
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 3, 0.4888888888888889
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 3, 0.4
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 4, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 4, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 4, 0.3333333333333333
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 5, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 5, 0.24444444444444444
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 5, 0.4
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 6, 0.37777777777777777
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 6, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 6, 0.3333333333333333
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 7, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 7, 0.4
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 7, 0.28888888888888886
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 8, 0.3333333333333333
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 8, 0.37777777777777777
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 8, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 9, 0.4666666666666667
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 9, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 9, 0.37777777777777777
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 10, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 10, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 10, 0.28888888888888886
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 11, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 11, 0.37777777777777777
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 11, 0.3111111111111111
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 12, 0.3111111111111111
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 12, 0.3333333333333333
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 12, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 13, 0.4
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 13, 0.37777777777777777
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 13, 0.3333333333333333
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 14, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 14, 0.3111111111111111
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 14, 0.37777777777777777
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 15, 0.37777777777777777
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 15, 0.4
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 15, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 16, 0.37777777777777777
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 16, 0.4444444444444444
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 16, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 17, 0.4
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 17, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 17, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 18, 0.37777777777777777
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 18, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 18, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 19, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 19, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 19, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-RD, 20, 0.4222222222222222
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND, 20, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,stelar-OG, 20, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 1, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 1, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 1, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 2, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 2, 0.37777777777777777
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 2, 0.24444444444444444
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 3, 0.35555555555555557
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 3, 0.4
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 3, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 4, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 4, 0.35555555555555557
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 4, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 5, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 5, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 5, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 6, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 6, 0.35555555555555557
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 6, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 7, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 7, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 7, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 8, 0.35555555555555557
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 8, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 8, 0.2
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 9, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 9, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 9, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 10, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 10, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 10, 0.2222222222222222
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 11, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 11, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 11, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 12, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 12, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 12, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 13, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 13, 0.35555555555555557
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 13, 0.35555555555555557
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 14, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 14, 0.37777777777777777
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 14, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 15, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 15, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 15, 0.24444444444444444
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 16, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 16, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 16, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 17, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 17, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 17, 0.35555555555555557
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 18, 0.37777777777777777
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 18, 0.37777777777777777
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 18, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 19, 0.35555555555555557
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 19, 0.3111111111111111
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 19, 0.35555555555555557
48-taxon,estimated-genetrees/1X-100-500,stelar-RD, 20, 0.37777777777777777
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND, 20, 0.35555555555555557
48-taxon,estimated-genetrees/1X-100-500,stelar-OG, 20, 0.35555555555555557
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 1, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 1, 0.2
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 1, 0.1111111111111111
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 2, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 2, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 2, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 3, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 3, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 3, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 4, 0.26666666666666666
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 4, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 4, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 5, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 5, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 5, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 6, 0.28888888888888886
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 6, 0.28888888888888886
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 6, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 7, 0.2
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 7, 0.15555555555555556
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 7, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 8, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 8, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 8, 0.1111111111111111
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 9, 0.28888888888888886
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 9, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 9, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 10, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 10, 0.2
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 10, 0.13333333333333333
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 11, 0.26666666666666666
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 11, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 11, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 12, 0.26666666666666666
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 12, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 12, 0.2
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 13, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 13, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 13, 0.2
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 14, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 14, 0.2
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 14, 0.2
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 15, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 15, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 15, 0.2
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 16, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 16, 0.28888888888888886
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 16, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 17, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 17, 0.24444444444444444
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 17, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 18, 0.3111111111111111
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 18, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 18, 0.2
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 19, 0.3111111111111111
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 19, 0.26666666666666666
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 19, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,stelar-RD, 20, 0.26666666666666666
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND, 20, 0.2222222222222222
48-taxon,estimated-genetrees/1X-500-500,stelar-OG, 20, 0.2222222222222222
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 1, 0.26666666666666666
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 1, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 1, 0.1111111111111111
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 2, 0.26666666666666666
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 2, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 2, 0.1111111111111111
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 3, 0.2222222222222222
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 3, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 3, 0.1111111111111111
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 4, 0.2222222222222222
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 4, 0.17777777777777778
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 4, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 5, 0.6444444444444445
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 5,
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 5,
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 6, 0.26666666666666666
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 6, 0.15555555555555556
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 6, 0.24444444444444444
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 7, 0.17777777777777778
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 7, 0.17777777777777778
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 7, 0.08888888888888889
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 8, 0.6666666666666666
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 8,
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 8,
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 9, 0.15555555555555556
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 9, 0.17777777777777778
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 9, 0.08888888888888889
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 10, 0.2222222222222222
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 10, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 10, 0.13333333333333333
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 11, 0.2222222222222222
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 11, 0.17777777777777778
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 11, 0.13333333333333333
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 12, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 12, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 12, 0.15555555555555556
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 13, 0.24444444444444444
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 13, 0.2222222222222222
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 13, 0.13333333333333333
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 14, 0.24444444444444444
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 14, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 14, 0.13333333333333333
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 15, 0.28888888888888886
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 15, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 15, 0.13333333333333333
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 16, 0.7111111111111111
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 16,
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 16,
